,index,Text,Label,Question,RepQuestion,TextAll
1135,4492,"ritiene che nessuno comprenda il suo stato d'animo, che nella sua vita tutto vada storto solo a lui.",sancireX18,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"[""ritiene che nessuno comprenda il suo stato d'animo, che nella sua vita tutto vada storto solo a lui.""]"
1136,3674,"Cercando di dimostrare che l'errore che ha commesso è stato dettato da un ""capriccio"" e che quindi faccia ammenda o negativamente e quindi ricadendo nello stesso sbaglio",sancireX19+non_rispostaX8,Come descriverebbe una violenza sessuale?,descrizione,"['Cercando di dimostrare che l\'errore che ha commesso è stato dettato da un ""capriccio"" e che quindi faccia ammenda', 'o negativamente e quindi ricadendo nello stesso sbaglio']"
1137,2974,L'Università dovrebbe preoccuparsi di più dei cittadini,sancireX7,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""L'Università dovrebbe preoccuparsi di più dei cittadini""]"
1138,4102,"L’anziano vive da solo dal 1988, quando è rimasto vedovo. 
Il sig. M ha il viso deturpato a seguito di un’operazione subita al naso, per asportazione di un carcinoma; 
Tale condizione invalidante ha avuto delle ripercussioni su un problema di marginalità sociale 
che si è andato viepiù aggravando,
finché l’anziano non è arrivato a vivere come barbone in casa.
Il sig. M percepisce una pensione di euro 1.300.000 mensili 
comprensivi di una modesta pensione d’invalidità, e di un altrettanto poco consistente pensione di reversibilità della moglie. 
In ragione delle sue difficoltà economiche e di un canone di affitto, richiesto dall’Ente Enasarco, il sig. M ha contratto un debito con l’ente affittuario di L. 12.000.000 circa. 
Allo stato attuale è pertanto in corso lo sfratto esecutivo; 
il prossimo 20 luglio è previsto il secondo accesso dell’Ufficiale Giudiziario.
 Lo studio legale, per conto dell’Ente rappresentato, ha invitato a presenziare anche la forza pubblica, per garantire lo sgombro dell’appartamento. 
Attorno a questa vicenda si sono avvicendate diverse figure del vicinato che hanno cercato di trarre profitto dalla situazione del sig. M: 
una sig.ra ha preso gran parte del mobilio ancora riutilizzabile; un’altra persona del vicinato sembra abbia proposto all’anziano un’ospitalità a pagamento; altri vicini hanno tentato una mediazione con l’Ente per subentrare come intestatari dell’affitto, onde potere avanzare pretese al momento della messa in vendita dell’appartamento, che si presume sia prossima, promettendo al sig. M la possibilità di rimanere nell’immobile. 
L’anziano ha quindi subito una serie di pressioni da parte di diversi interessi e si è trovato a rischio di gravi raggiri. 
Emerge infine un quadro di estrema solitudine dell’anziano, 
che si trova al centro di un crocevia d’interessi ed abusi, 
che ha una sua fragilità nel reagire davanti alle difficoltà della vita
(ragione per cui ha spesso preferito illudersi di facili soluzioni prospettate da persone malvagie piuttosto che preoccuparsi di soluzioni meno miracolistiche ma più garantite quale quella proposta dal Servizio Sociale scrivente) 
e che deve essere sostenuto continuativamente nelle sue scelte.
allo stato attuale l’anziano è fermamente convinto che l’unica soluzione possibile per uscire dallo stato di grave emarginazione e disagio psico-fisico in cui si trova è l’inserimento in casa di riposo, 
ed anzi si sta impegnando al di sopra delle sue forze per completare la documentazione da allegare alla sua domanda di contributo retta.",descrizioneX10+causaX19+causaX13+giudizioX6+implicazioneX11+descrizioneX10+giudizioX17+giustificazioneX29+implicazioneX10+descrizioneX11+riferimento_obiettivoX20+sancireX22+specificazioneX59+implicazioneX22+giudizioX8+sancireX11+giudizioX12+giustificazioneX31+giudizioX9+sancireX31+confermaX23,Come descriverebbe una violenza sessuale?,descrizione,"['L’anziano vive da solo dal 1988, quando è rimasto vedovo. ', 'Il sig. M ha il viso deturpato a seguito di un’operazione subita al naso, per asportazione di un carcinoma; ', 'Tale condizione invalidante ha avuto delle ripercussioni su un problema di marginalità sociale ', 'che si è andato viepiù aggravando,', 'finché l’anziano non è arrivato a vivere come barbone in casa.', 'Il sig. M percepisce una pensione di euro 1.300.000 mensili ', 'comprensivi di una modesta pensione d’invalidità, e di un altrettanto poco consistente pensione di reversibilità della moglie. ', 'In ragione delle sue difficoltà economiche e di un canone di affitto, richiesto dall’Ente Enasarco, il sig. M ha contratto un debito con l’ente affittuario di L. 12.000.000 circa. ', 'Allo stato attuale è pertanto in corso lo sfratto esecutivo; ', 'il prossimo 20 luglio è previsto il secondo accesso dell’Ufficiale Giudiziario.', ' Lo studio legale, per conto dell’Ente rappresentato, ha invitato a presenziare anche la forza pubblica, per garantire lo sgombro dell’appartamento. ', 'Attorno a questa vicenda si sono avvicendate diverse figure del vicinato che hanno cercato di trarre profitto dalla situazione del sig. M: ', 'una sig.ra ha preso gran parte del mobilio ancora riutilizzabile; un’altra persona del vicinato sembra abbia proposto all’anziano un’ospitalità a pagamento; altri vicini hanno tentato una mediazione con l’Ente per subentrare come intestatari dell’affitto, onde potere avanzare pretese al momento della messa in vendita dell’appartamento, che si presume sia prossima, promettendo al sig. M la POSSIBILITA di rimanere nell’immobile. ', 'L’anziano ha quindi subito una serie di pressioni da parte di diversi interessi e si è trovato a rischio di gravi raggiri. ', 'Emerge infine un quadro di estrema solitudine dell’anziano, ', 'che si trova al centro di un crocevia d’interessi ed abusi, ', 'che ha una sua fragilità nel reagire davanti alle difficoltà della vita', '(ragione per cui ha spesso preferito illudersi di facili soluzioni prospettate da persone malvagie piuttosto che preoccuparsi di soluzioni meno miracolistiche ma più garantite quale quella proposta dal Servizio Sociale scrivente) ', 'e che deve essere sostenuto continuativamente nelle sue scelte.', 'allo stato attuale l’anziano è fermamente convinto che l’unica soluzione possibile per uscire dallo stato di grave emarginazione e disagio psico-fisico in cui si trova è l’inserimento in casa di riposo, ', 'ed anzi si sta impegnando al di sopra delle sue forze per completare la documentazione da allegare alla sua domanda di contributo retta. ']"
1139,4431,"non riesco più a fare quello che facevo prima, a casa e a lavoro. Ho paura di essere agitata per colpa dei brutti pensieri che ho in testa. Sono affaticata, stanca, mi pesa la testa, non riesco a concentrarmi in niente e a fare le cose. Non riesco a provare piacere. Questa non è vita. E' tutta colpa della depressione.",confrontoX14+causaX14+giudizioX23+commentoX4+causaX5,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['non riesco più a fare quello che facevo prima, a casa e a lavoro.', 'Ho paura di essere agitata per colpa dei brutti pensieri che ho in testa.', 'Sono affaticata, stanca, mi pesa la testa, non riesco a concentrarmi in niente e a fare le cose. Non riesco a provare piacere.', 'Questa non è vita.', ""E' tutta colpa della depressione""]"
1140,1101,Non c'ho la forza,sancireX4,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"[""Non c'ho la forza""]"
1141,3376,"Tanti dicono che questo è un passaggio inutile. Tanti ospiti dicono che stavano meglio in carcere, che non possono fare quello che vogliono. Noi cerchiamo di spiegare che in carcere è diverso, sono chiusi in una cella. ",contrapposizioneX37,Come descriverebbe le REMS?,descrizione,"['Tanti dicono che questo è un passaggio inutile. Tanti ospiti dicono che stavano meglio in carcere, che non possono fare quello che vogliono. Noi cerchiamo di spiegare che in carcere è diverso, sono chiusi in una cella. ']"
1142,2724,"Sono un volontario, ma anche un militante di una casa del popolo dove si fa mutualismo, cultura, autoorganizzazione popolare con l'obbiettivo di migliorare la società",descrizioneX25,Come descriverebbe un abitante di Padova?,descrizione,"[""Sono un volontario, ma anche un militante di una casa del popolo dove si fa mutualismo, cultura, autoorganizzazione popolare con l'obbiettivo di migliorare la società""]"
1143,6022,"Con alcuni bambini, motivati a ottenere l'attenzione degli insegnanti o dei compagni, i rimproveri pubblici possono effettivamente finire per rinforzare proprio il comportamento che si desidera indebolire. Per tale ragione, sebbene siano efficaci per la maggior parte dei bambini, i rimproveri devono essere usati con cautela con un alunno con ADHD. Rimproveri privati,che soltanto il bambino può udire, appaiono più efficaci. Esiste una formulazione del rimprovero che risulta particolarmente efficace, è il rimprovero centrato sul comportamento. Si tratta di un tipo di rimprovero suddiviso in quattro fasi:
1. descrizione del comportamento indesiderabile
2. spiegazione del perché tale comportamento sia indesiderabile
3. suggerimento di un comportamento alternativo
4. indicazione del vantaggio che deriva dall'uso del comportamento
adeguato.",possibilitaX27+prescrizioneX24+sancireX10+specificazioneX40,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"[""Con alcuni bambini, motivati a ottenere l'attenzione degli insegnanti o dei compagni, i rimproveri pubblici possono effettivamente finire per rinforzare proprio il comportamento che si desidera indebolire. "", 'Per tale ragione, sebbene siano efficaci per la maggior parte dei bambini, i rimproveri devono essere usati con cautela con un alunno con ADHD', ' Rimproveri privati,che soltanto il bambino può udire, appaiono più efficaci', "" Si tratta di un tipo di rimprovero suddiviso in quattro fasi:\n1. descrizione del comportamento indesiderabile\n2. spiegazione del perché tale comportamento sia indesiderabile\n3. suggerimento di un comportamento alternativo\n4. indicazione del vantaggio che deriva dall'uso del comportamento\nadeguato.""]"
1144,2813,Sarebbe una convivenza tranquilla essendo già in quartiere abituati a convivere con facoltà universitarie e alloggi per studenti,sancireX4+valutazioneX14,Come descriverebbe le interazioni fra Università e città?,descrizione,"['Sarebbe una convivenza tranquilla', 'essendo già in quartiere abituati a convivere con facoltà universitarie e alloggi per studenti']"
1145,801,"La più bella sarebbe rispondere che sto come quando non sapevo niente, perché io sono quella che non ha accusato disturbi se non dimagrimento senza motivo",giudizioX12+giustificazioneX14,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"['La più bella sarebbe rispondere che sto come quando non sapevo niente,', 'perché io sono quella che non ha accusato disturbi se non dimagrimento senza motivo']"
1146,207,"Sicuramente non è facile neanche per le altre persone avere una descrizione ben definita di quello che potrebbe avere un genitore che ha questo figlio, o comunque un ragazzo con questa condizione, e…perché cioè, magari queste persone hanno notato, o hanno, o comunque si sono fatte dire da, proprio, cioè, dai genitori del ragazzo che suo figlio ha avuto questi problemi e la reazione è un po’, è di stupore, un po’ di preoccupazione anche per loro, e…comunque anche per un genitore condividere il fatto di avere un figlio con questa patologia non è, cardiopatia, non è, non è facile, e sentirselo dire da un genitore e dicendolo a un’altra persona esterna, non dev’essere ulteriormente facile ascoltare queste parole. Una sensazione, sì, un po’ difficile, per tutti.",generalizzazioneX127,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Sicuramente non è facile neanche per le altre persone avere una DESCRIZIONE ben definita di quello che potrebbe avere un genitore che ha questo figlio, o comunque un ragazzo con questa condizione, e…perché cioè, magari queste persone hanno notato, o hanno, o comunque si sono fatte dire da, proprio, cioè, dai genitori del ragazzo che suo figlio ha avuto questi problemi e la reazione è un po’, è di stupore, un po’ di preoccupazione anche per loro, e…comunque anche per un genitore condividere il fatto di avere un figlio con questa patologia non è, cardiopatia, non è, non è facile, e sentirselo dire da un genitore e dicendolo a un’altra persona esterna, non dev’essere ulteriormente facile ascoltare queste parole. Una sensazione, sì, un po’ difficile, per tutti.']"
