TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona malata di avarizia,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e che ha fatto un errore,GIUDIZIO,DESCRIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,un idiota,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,l'esenzione per lui come l'esenzione per me,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,l'esenzione per lui come l'esenzione come per me,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,l'esenzione per lui come l'esenzione per me,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona sbaglia due volte non è una persona. si può sbagliare solo una volta,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,posso dire che è sbagliato,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo che è stato a cercare una vita migliore,GIUSTIFICAZIONE,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona che non sa a cosa va incontro,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,per quale reato sono accusato io non va bene ma per quale ho fatto è un bisogno di mangiare,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,è costretto per la vita che fa,GIUSTIFICAZIONE,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"la persona che sbaglia due volte non è normale,",GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io come individuo sto scontando una pena che non me la merito per un errore della corte,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non lo so, ma penso che sbagliando una seconda volta sarei stupido e senza cervello",GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descriverei semplicemente dicendo che se lei o lui non ha né più né meno di me di condanna allora direi che la legge è uguale ma se la persona che ho davanti mi fa capire che quello che abbiamo fatto è sbagliato sarebbe molto meglio,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi sentirei triste e mi dispiace,OPINIONE,OPINIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che mi dispiace,OPINIONE,OPINIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ma che poi se ne pentirà,PREVISIONE,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona sicuramente aveva bisogno perché perché solo per questa ragione si fanno cose del genere,GIUSTIFICAZIONE,VALUTAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"dipende, esistono diversi motivi, farlo volontariamente, o innocentemente,",RIDIMENSIONAMENTO,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"anche se necessariamente, come nel mio caso, la considero stupida",GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi dispiace che sia qui per il mio stesso reato,",OPINIONE,OPINIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ma è una persona ignorante,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la descriverei come una persona e disperata,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi dispiace tanto,",OPINIONE,OPINIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,riesco a capire la sua difficoltà perché anche io la conosco,VALUTAZIONE,VALUTAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"una persona reato penale come il mio lo considero una persona come me, senza nessuna colpa perché la legge italiana non è corretta",VALUTAZIONE,VALUTAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"io non infrazione, la polizia mi ha condannato per la loro reputazione, per salire di grado",COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sono persone sbagliato che volevano farti del male sperando di avere qualcosa in cambio,sancire,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"la prima cosa lo chiederi perché ha fatto cosa, e per che",GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io non. non è umano giocare con il corpo di altre persone,GIUDIZIO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io non. una persona del corpo di altre persone non so fa scrupoli e quindi dovrebbe essere punito nel modo che li spetta,PRESCRIZIONE,CAUSA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,è senza mente -,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non deve avere la non fiducia nell'altro,PRESCRIZIONE,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non deve,GENERALIZZAZIONE,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha torto nei confronti dell'altro,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,un pappagallo,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,triste,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"uguale come me, senza fortuna",GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sfortunato,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non voglio pensarci,NON RISPOSTA,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non ne bene di arrivare in carcere,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,disgraziato,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende dalla sua situazione economica,GIUSTIFICAZIONE,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende dalla sua situazione economica,RIDIMENSIONAMENTO,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,fa la vita sbagliata,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,anche se ognuno di noi è responsabile per la strada che intraprende,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende dalla sua situazione economica,RIDIMENSIONAMENTO,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,difficoltà di vivere,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dipende o si fa di questo reato il suo unico mezzo per vivere o l'istituzione non perdona lo sbaglio che è stato commesso e non tollera chi delle volte diventa preda al meccanismo giuridico,sancire,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ha bisogno di vivere,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,difficoltà inserire in società,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sfortunato,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,innocente,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io da poco sono qui ma la prima e l'ultima,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"nella vita si sbaglia nessuno è santo e qui in galera sono tutti uguali, assassini e fumatori",GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io sono dai carabinieri solo per un loro capriccio,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,penso che la pena è troppo alta per un piccolo sbaglio come il mio,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,adesso dopo tredici mesi passati qua dentro gli direi di cambiare mestiere e di lavorare onestamente perché la libertà è troppo bella e importante per tutti,GENERALIZZAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so perché i delitti si compiono per ragioni che non sempre la gente capisce,COMMENTO,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"come una persona come gli altri, solo che ha commesso nella vita",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"tutti possiamo cadere, non è per il tipo di persona.",sancire,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"alcuni cadono per errore, altri perché vogliono, altri perché non sanno, dipende dal destino di ognuno di noi, di ogni persona",SPECIFICAZIONE,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come una persona che ha commesso dovuto all'ambiente sociale che frequenta,GIUSTIFICAZIONE,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,persona con bisogni personali e familiari,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,un essere umano che ha avuto la sfortuna di commettere un reato,sancire,DESCRIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"sono stata accusata senza motivo, ma già che sono qui, se un'altra fosse al mio posto l'aiuterei a portare pazienza e a non commettere più errori",COMMENTO,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ignoranza,sancire,sancire
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona ignora tutto quello che può essere un delitto,sancire,DESCRIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,ignorante,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,pregiudicata,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,pregiudicata,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,pregiudicata,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,bisognosa,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,finisce la sua pena e basta,DESCRIZIONE,DESCRIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,essere umano,DESCRIZIONE,DESCRIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non so come descrivere questa persona perché io questo reato quando sono stata accusata,NON RISPOSTA,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so,NON RISPOSTA,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,corrotta,GIUDIZIO,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e obbligata ad andare avanti per colpa di sconosciuti,GIUSTIFICAZIONE,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non so come, perché io questa azione",NON RISPOSTA,NON RISPOSTA
