,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
5673,5673,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Nel mio caso la fortuna è stato di capitare su persone fantastiche, ovvero tutto lo staff della cardiologia e cardio-chirurgia di Padova, dalla segretaria al Prof. Stellin.",giudizio,J,PC,"('red', 3, 1)",red,"Nel mio caso la fortuna è stato di capitare su persone fantastiche, ovvero tutto lo staff della cardiologia e cardio-chirurgia di Padova, dalla segretaria al Prof. Stellin.",red,giudizio
5675,5675,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,il primo intervento è stato più drammatico diciamo quello più pericoloso,giudizio,J,PC,"('red', 3, 1)",red,il primo intervento è stato più drammatico diciamo quello più pericoloso,red,giudizio
5676,5676,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"e anche ha avuto sei giorni, (...) in cui è stato in bilico tra la vita e la morte, poi ha prevalso la vita insomma",descrizione,J,PC,"('green', 0, 1)",green,"e anche ha avuto sei giorni, (...) in cui è stato in bilico tra la vita e la morte, poi ha prevalso la vita insomma",green,descrizione
5678,5678,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,quindi dopo l’iter sanitario è stato buono,giudizio,J,PC,"('red', 3, 1)",red,quindi dopo l’iter sanitario è stato buono,red,giudizio
5683,5683,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,comunque il top qui a Padova.,giudizio,J,PC,"('red', 3, 1)",red,comunque il top qui a Padova.,red,giudizio
5686,5686,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,ma un bagno in un reparto dove vanno sia i pazienti che i genitori penso sia una cosa vergognosa.,giudizio,J,PC,"('red', 3, 1)",red,ma un bagno in un reparto dove vanno sia i pazienti che i genitori penso sia una cosa vergognosa.,red,giudizio
5687,5687,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Quindi è stata molto dura la struttura, però come clinica, professori, dottori, infermieri, tutti, molto ma molto bravi.",giudizio,J,PC,"('red', 3, 1)",red,"Quindi è stata molto dura la struttura, però come clinica, professori, dottori, infermieri, tutti, molto ma molto bravi.",red,giudizio
5688,5688,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Se posso dare una definizione in brevi parole, un’avventura a lieto fine diciamo.",giudizio,J,PC,"('red', 3, 1)",red,"Se posso dare una definizione in brevi parole, un’avventura a lieto fine diciamo.",red,giudizio
5690,5690,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"il fatto che ci fosse una diagnosi, anche se logicamente approssimativa, ma sempre più definita verso la fine della gravidanza, ha un po’ segnato il percorso diciamo per il periodo critico poi successivo;",giudizio,J,PC,"('red', 3, 1)",red,"il fatto che ci fosse una diagnosi, anche se logicamente approssimativa, ma sempre più definita verso la fine della gravidanza, ha un po’ segnato il percorso diciamo per il periodo critico poi successivo;",red,giudizio
5692,5692,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,abbiamo trovato solo ottime persone diciamo.,giudizio,J,PC,"('red', 3, 1)",red,abbiamo trovato solo ottime persone diciamo.,red,giudizio
5693,5693,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Mah, per il momento siamo stati abbastanza soddisfatti,",giudizio,J,PC,"('red', 3, 1)",red,"Mah, per il momento siamo stati abbastanza soddisfatti,",red,giudizio
5696,5696,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Allora, l’iter clinico…non è stata facile, ma non solo appunto come genitori, non è stato facile per i dottori:",giudizio,J,PC,"('red', 3, 1)",red,"Allora, l’iter clinico…non è stata facile, ma non solo appunto come genitori, non è stato facile per i dottori:",red,giudizio
5698,5698,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"cioè la patologia che ha lei di base è impegnativa, è stata molto difficile capire l’iter di tutta la ricostruzione del cuore, delle sue vene, e tutto, e mi ricordo che proprio anche i prof erano al momento un attimo così;",giudizio,J,PC,"('red', 3, 1)",red,"cioè la patologia che ha lei di base è impegnativa, è stata molto difficile capire l’iter di tutta la ricostruzione del cuore, delle sue vene, e tutto, e mi ricordo che proprio anche i prof erano al momento un attimo così;",red,giudizio
5699,5699,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"però insomma, avevano provato una strada, non era andata bene, perché si pensava di poterle fare con due interventi una risoluzione, e invece stava male, una serie di cose che son successe, finché poi hanno cambiato completamente strategia, dopo 8 mesi, si no dopo 6 mesi, 5/6 mesi, hanno scelto la via quella del cuore univentricolare, che con, insomma è tosta come strada, comporta almeno 3 interventi,",descrizione,J,PC,"('green', 0, 1)",green,"però insomma, avevano provato una strada, non era andata bene, perché si pensava di poterle fare con due interventi una risoluzione, e invece stava male, una serie di cose che son successe, finché poi hanno cambiato completamente strategia, dopo 8 mesi, si no dopo 6 mesi, 5/6 mesi, hanno scelto la via quella del cuore univentricolare, che con, insomma è tosta come strada, comporta almeno 3 interventi,",green,descrizione
5701,5701,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"quindi l’iter, ciò…ma è un giudicare i dottori, cioè come…descrivere l’iter clinico assistenziale, ehm…no i dottori sono cioè i migliori, o dei migliori che ci sono, sicuramente in Italia,",giudizio,J,PC,"('red', 3, 1)",red,"quindi l’iter, ciò…ma è un giudicare i dottori, cioè come…descrivere l’iter clinico assistenziale, ehm…no i dottori sono cioè i migliori, o dei migliori che ci sono, sicuramente in Italia,",red,giudizio
5704,5704,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"diciamo che stendo un velo pietoso sulla logistica dell’ospedale: quello è, non si può, non si può a famiglie che ti vengono da tutta Italia ad affrontare cose così gravi,",giudizio,J,PC,"('red', 3, 1)",red,"diciamo che stendo un velo pietoso sulla logistica dell’ospedale: quello è, non si può, non si può a famiglie che ti vengono da tutta Italia ad affrontare cose così gravi,",red,giudizio
5706,5706,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"perché io ho visto delle cose che, mi si è aperto un mondo che ho preso paura, dico “Madonna santa”,",giudizio,J,PC,"('red', 3, 1)",red,"perché io ho visto delle cose che, mi si è aperto un mondo che ho preso paura, dico “Madonna santa”,",red,giudizio
5708,5708,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Elementi eccellenti, perché elementi dei cardiochirurghi, dei cardiologi…",giudizio,J,PC,"('red', 3, 1)",red,"Elementi eccellenti, perché elementi dei cardiochirurghi, dei cardiologi…",red,giudizio
5709,5709,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"L’iter clinico è stato veloce, trasparente,",giudizio,J,PC,"('red', 3, 1)",red,"L’iter clinico è stato veloce, trasparente,",red,giudizio
5711,5711,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"É stato, è stato molto impegnativo, è stato lungo,",giudizio,J,PC,"('red', 3, 1)",red,"É stato, è stato molto impegnativo, è stato lungo,",red,giudizio
5717,5717,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene,",descrizione,J,PC,"('green', 0, 1)",green,"Ehm…allora, Andrea ha avuto due volte, ha fatto due volte lo stesso intervento, perché il primo non è mai e poi mai andato bene,",green,descrizione
5721,5721,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…",giudizio,J,PC,"('red', 3, 1)",red,"poi per quanto riguarda i controlli eccetera lui grazie a Dio non ha mai avuto, detto un filo, delle cose, è sempre stato una linea, e questo, questa io sì la ritengo una fortuna, nel senso che anche adesso che fa attività, per me…",red,giudizio
5724,5724,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Ehm, mi ricordo la prima visita a Padova, ehm…adesso non mi ricordo il medico, il nome, una roba o l’altra, ha detto “sì, suo figlio ha questa patologia”, come parlare praticamente a due genitori che in una lingua che non hanno mai neanche, no?, affrontato, quindi per noi era tutto un tabù, cioè un qualcosa che dovevamo andare a scoprire, e lui ci ha detto “sì, è risolvibile, però c’è un rischio del 10%, poi vedete voi se…”, cioè no vedete voi, “può darsi che rientri o non rientri questo 10%, quindi il rischio se per voi è minimo, però potrebbe essere elevato se uno si ritrova in questo 10%”.",descrizione,J,PC,"('green', 0, 1)",green,"Ehm, mi ricordo la prima visita a Padova, ehm…adesso non mi ricordo il medico, il nome, una roba o l’altra, ha detto “sì, suo figlio ha questa patologia”, come parlare praticamente a due genitori che in una lingua che non hanno mai neanche, no?, affrontato, quindi per noi era tutto un tabù, cioè un qualcosa che dovevamo andare a scoprire, e lui ci ha detto “sì, è risolvibile, però c’è un rischio del 10%, poi vedete voi se…”, cioè no vedete voi, “può darsi che rientri o non rientri questo 10%, quindi il rischio se per voi è minimo, però potrebbe essere elevato se uno si ritrova in questo 10%”.",green,descrizione
5725,5725,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"Ehm, successivamente ci siamo affidati alla pediatria di Padova, e fortunatamente abbiamo trovato personale altamente qualificato, ma non solo chi l’ha operato,",giudizio,J,PC,"('red', 3, 1)",red,"Ehm, successivamente ci siamo affidati alla pediatria di Padova, e fortunatamente abbiamo trovato personale altamente qualificato, ma non solo chi l’ha operato,",red,giudizio
5727,5727,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"poi aveva anche due problemi ai, problemi ai polmoni, quindi ha dovuto fare due interventi, prima un polmone, poi all’altro, arteria polmonare e ventricoli comunicanti, quindi quattro interventi nel giro di un paio d’anni.",descrizione,J,PC,"('green', 0, 1)",green,"poi aveva anche due problemi ai, problemi ai polmoni, quindi ha dovuto fare due interventi, prima un polmone, poi all’altro, arteria polmonare e ventricoli comunicanti, quindi quattro interventi nel giro di un paio d’anni.",green,descrizione
5730,5730,"In quanto genitore di un ragazzo/a con una cardiopatia congenita, come descriverebbe l’iter clinico-assistenziale riguardante suo figlio/a?
",descrizione,"quindi la sua patologia è stata un susseguirsi di rimedi che comunque erano, erano, influivano su, sul, sull’intervento primo, ok?, perché a lui non, non arrivava il sangue ai polmoni, quindi hanno dovuto intervenire prima su un polmone, poi sull’altro, e ogni intervento praticamente, che per noi dicevano “vedrete, sarà…”, e invece era sempre più complicata la cosa no?,",descrizione,J,PC,"('green', 0, 1)",green,"quindi la sua patologia è stata un susseguirsi di rimedi che comunque erano, erano, influivano su, sul, sull’intervento primo, ok?, perché a lui non, non arrivava il sangue ai polmoni, quindi hanno dovuto intervenire prima su un polmone, poi sull’altro, e ogni intervento praticamente, che per noi dicevano “vedrete, sarà…”, e invece era sempre più complicata la cosa no?,",green,descrizione
