,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCIO JUNIOR,DENOMINAZIONE
3453,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,triste,triste,GIUDIZIO
3454,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"uguale come me, senza fortuna","uguale come me, senza fortuna",GIUDIZIO
3455,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,sfortunato,sfortunato,GIUDIZIO
3456,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non voglio pensarci,non voglio pensarci,NON RISPOSTA
3457,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non ne bene di arrivare in carcere,non ne bene di arrivare in carcere,GENERALIZZAZIONE
3458,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,disgraziato,disgraziato,GIUDIZIO
3459,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,dipende dalla sua situazione economica,dipende dalla sua situazione economica,GIUSTIFICAZIONE
3460,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,dipende dalla sua situazione economica,dipende dalla sua situazione economica,GIUSTIFICAZIONE
3461,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,fa la vita sbagliata anche se ognuno di noi è responsabile per la strada che intraprende,fa la vita sbagliata,GIUDIZIO
3462,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,anche se ognuno di noi è responsabile per la strada che intraprende,GENERALIZZAZIONE
3463,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,dipende dalla sua situazione economica,dipende dalla sua situazione economica,GIUSTIFICAZIONE
3464,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,difficoltà di vivere,difficoltà di vivere,SANCIRE LA REALTÀ
3465,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,dipende o si fa di questo reato il suo unico mezzo per vivere o l'istituzione non perdona lo sbaglio che è stato commesso e non tollera chi delle volte diventa preda al meccanismo giuridico,dipende o si fa di questo reato il suo unico mezzo per vivere o l'istituzione non perdona lo sbaglio che è stato commesso e non tollera chi delle volte diventa preda al meccanismo giuridico,GENERALIZZAZIONE
3466,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,ha bisogno di vivere,ha bisogno di vivere,GIUDIZIO
3467,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,difficoltà inserire in società,difficoltà inserire in società,SANCIRE LA REALTÀ
3468,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,sfortunato,sfortunato,GIUDIZIO
3469,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,innocente,innocente,GIUDIZIO
3470,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,io da poco sono qui ma la prima e l'ultima,io da poco sono qui ma la prima e l'ultima,COMMENTO
3471,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"nella vita si sbaglia nessuno è santo e qui in galera sono tutti uguali, assassini e fumatori","nella vita si sbaglia nessuno è santo e qui in galera sono tutti uguali, assassini e fumatori",GENERALIZZAZIONE
3472,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,io sono dai carabinieri solo per un loro capriccio,io sono dai carabinieri solo per un loro capriccio,COMMENTO
3473,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,penso che la pena è troppo alta per un piccolo sbaglio come il mio,penso che la pena è troppo alta per un piccolo sbaglio come il mio,GENERALIZZAZIONE
3474,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,adesso dopo tredici mesi passati qua dentro gli direi di cambiare mestiere e di lavorare onestamente perché la libertà è troppo bella e importante per tutti,adesso dopo tredici mesi passati qua dentro gli direi di cambiare mestiere e di lavorare onestamente perché la libertà è troppo bella e importante per tutti,GENERALIZZAZIONE
3475,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non lo so perché i delitti si compiono per ragioni che non sempre la gente capisce,non lo so perché i delitti si compiono per ragioni che non sempre la gente capisce,COMMENTO
3476,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"come una persona come gli altri, solo che ha commesso nella vita","come una persona come gli altri, solo che ha commesso nella vita",CONTRAPPOSIZIONE
3477,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"tutti possiamo cadere, non è per il tipo di persona. alcuni cadono per errore, altri perché vogliono, altri perché non sanno, dipende dal destino di ognuno di noi, di ogni persona","tutti possiamo cadere, non è per il tipo di persona.",GENERALIZZAZIONE
3478,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,"alcuni cadono per errore, altri perché vogliono, altri perché non sanno, dipende dal destino di ognuno di noi, di ogni persona",GENERALIZZAZIONE
3479,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,come una persona che ha commesso dovuto all'ambiente sociale che frequenta,come una persona che ha commesso dovuto all'ambiente sociale che frequenta,GIUSTIFICAZIONE
3480,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,persona con bisogni personali e familiari,persona con bisogni personali e familiari,GIUDIZIO
3481,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,un essere umano che ha avuto la sfortuna di commettere un reato,un essere umano che ha avuto la sfortuna di commettere un reato,DESCRIZIONE
3482,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"sono stata accusata senza motivo, ma già che sono qui, se un'altra fosse al mio posto l'aiuterei a portare pazienza e a non commettere più errori","sono stata accusata senza motivo, ma già che sono qui, se un'altra fosse al mio posto l'aiuterei a portare pazienza e a non commettere più errori",GENERALIZZAZIONE
3483,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,ignoranza,ignoranza,SANCIRE LA REALTÀ
3484,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,una persona ignora tutto quello che può essere un delitto,una persona ignora tutto quello che può essere un delitto,DESCRIZIONE
3485,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,ignorante,ignorante,GIUDIZIO
3486,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,pregiudicata,pregiudicata,GIUDIZIO
3487,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,pregiudicata,pregiudicata,GIUDIZIO
3488,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,pregiudicata,pregiudicata,GIUDIZIO
3489,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,bisognosa,bisognosa,GIUDIZIO
3490,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,finisce la sua pena e basta,finisce la sua pena e basta,DESCRIZIONE
3491,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,essere umano,essere umano,DESCRIZIONE
3492,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non so come descrivere questa persona perché io questo reato quando sono stata accusata,non so come descrivere questa persona perché io questo reato quando sono stata accusata,NON RISPOSTA
3493,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non lo so,non lo so,NON RISPOSTA
3494,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,corrotta e obbligata ad andare avanti per colpa di sconosciuti,corrotta,GIUDIZIO
3495,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,e obbligata ad andare avanti per colpa di sconosciuti,GIUSTIFICAZIONE
3496,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"non so come, perché io questa azione","non so come, perché io questa azione",NON RISPOSTA
3497,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"poveretta, ruba anche lei per sopravvivere, ma non sa che prima o poi finità qui","poveretta,",GIUDIZIO
3498,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,"ruba anche lei per sopravvivere,",GIUSTIFICAZIONE
3499,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,ma non sa che prima o poi finità qui,SANCIRE LA REALTÀ
3500,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,come una persona,come una persona,GENERALIZZAZIONE
3501,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,mi sento offeso,mi sento offeso,OPINIONE
3502,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,io la descriverei come una persona ha mai avuto la no fortuna della sua parte e la giustizia italiana non prende in considerazione questo fatto e la disgrazia successa a questa persona,io la descriverei come una persona ha mai avuto la no fortuna della sua parte,SANCIRE LA REALTÀ
3503,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,,e la giustizia italiana non prende in considerazione questo fatto e la disgrazia successa a questa persona,SPECIFICAZIONE
3504,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,io sono senza motivo e ad una persona che non ha fatto niente io non darei nessuna condanna,io sono senza motivo e ad una persona che non ha fatto niente io non darei nessuna condanna,GENERALIZZAZIONE
3505,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,una persona è stata condannata per lo stesso che ho commesso anch io la descriverei come un perdente che ha sbagliato,una persona è stata condannata per lo stesso che ho commesso anch io la descriverei come un perdente che ha sbagliato,GIUDIZIO
3506,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,direi che e una persona sfortunata e le disgrazie lo seguono una dopo l'altra. purtroppo la giustizia italiana non ha voluto prendere in considerazione queste disgrazie e lo ha condannato alla massima pena,direi che e una persona sfortunata e le disgrazie lo seguono una dopo l'altra.,SANCIRE LA REALTÀ
