,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
7253,7253,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi_sentivo che non_ho bisogno di niente,sancire
4686,4686,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_so come spiegarlo,GIUSTIFICAZIONE
187,187,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"il lav-all-int-della prigione 

",NON RISPOSTA
3035,3035,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,la descrivo che è saggia e che vuole bene alla sua persona,GIUDIZIO
1712,1712,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,mi_piacerebbe avessimo la doccia_in_cella perché è_più igienico,sancire
6891,6891,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,imparare la lingua_straniera,DESCRIZIONE
4351,4351,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono_poco_efficaci tale attivit…
sono_limitate
",DESCRIZIONE
69,69,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,questa-vita la vivevo prima-d-entrare in-carc,NON RISPOSTA
3848,3848,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"non-lo-so , come mi-descrive? . . !",NON RISPOSTA
7059,7059,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona seria , calma",DESCRIZIONE
5605,5605,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,per_non_dire nulle,CONFERMA
554,554,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalla-tv,GENERALIZZAZIONE
3046,3046,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"come la descrivere l'organizzazione mondiale della sanità per cui la salute un equilibrio biologico, equilibrio psicologico e quilibrio sociale",CONSIDERAZIONE
4076,4076,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"Tanti mi-vedono come persona della quale non-fidarsi e sempre 
nella-2a-categoria 
",sancire
4687,4687,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non contano con vere opportunit… di
trattt_rieducativo , sono_molto scarsi e
per tanto non sono
efficaci
",GIUDIZIO
43,43,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche le-vedo-sempre,sancire
5116,5116,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"sinceramente posso pensarlo perché l' istituto dove mi_hanno trasferita la popolazione_italiana_e_straniera è davvero integrata grazie anche alle persone che ci lavorano, poi un' altra cosa è che si_frequentano tra_loro senza_problemi alcuni si rispettano tra_loro e rispettano ognuna la cultura e lingua dell' altra, lavorando anche assieme e frequentando tutti i corsi senza difficoltà alcune.",DESCRIZIONE
6083,6083,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,prog_recupero,DESCRIZIONE
487,487,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-l-esp 
",GENERALIZZAZIONE
4766,4766,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"potrebbero essere molto_efficaci , ma ho
segnato efficaci perch‚ , in_teoria
funziona , in_pratica devi
lottare per ottenere quello che guadagni
",CONTRAPPOSIZIONE
5385,5385,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"per motivi apparentemente numerici, spesso i corsi sarebbero utili e 
formativi",DESCRIZIONE
7101,7101,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ero_una_persona , lavoravo ogni_giorno , ero_tranquillo e me la cavavo bene da tutti i punti di vista , purtroppo problemi di_famiglia mi_hanno spinto a sbagliare . spero_che quella torni di_nuovo",GIUSTIFICAZIONE
2670,2670,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"lavora, a svolgere attività fisica no usa farmaci",DESCRIZIONE
5095,5095,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,prima_di tutto una_convivenza nella_stessa,sancire
3758,3758,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,la giustizia è uguale solo per me e per lui e non per tutti,GENERALIZZAZIONE
3652,3652,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace,COMMENTO
2534,2534,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----098 
lo descrivo come una persona che merita una punizione ma 
deve_essere 
",CONTRAPPOSIZIONE
3158,3158,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi hanno accusata per la stessa persona stavo a lavorare in nero dopo la persona mi stava ad accusare io sono senza motivo finito in carcere,COMMENTO
7128,7128,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona perché ! non sono pazzo io,COMMENTO
1194,1194,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_ho_visto cambiare atteggiamento o mentalità. i detenuti con cui_sono entrata in_contatto si sono o incattiviti o diventati più scaltri. in alcuni casi li ho visti diventare più fragili e psicolabili.,GENERALIZZAZIONE
4909,4909,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,perché si comportano bene ,GENERALIZZAZIONE
5355,5355,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,i nostri compiti non rientrano nel reinserimento,COMMENTO
1757,1757,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"aria grande 
tante opportunità trattamentali",POSSIBILITÀ
3056,3056,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"no tossicodip
no mal di mente",sancire
798,798,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,i rapporti con la famiglia sono ottimi,NON RISPOSTA
7425,7425,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"a_dire_la_verità prima_di essere arrestato stavo_benissimo , pero è inutile parlarne adesso",GIUDIZIO
2795,2795,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona che non cure specifiche,GIUDIZIO
2619,2619,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"allegra, pimpante, piena di voglia di fare, affamata",GIUDIZIO
970,970,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,disponibilit… delle cure_necessarie;,GIUDIZIO
5314,5314,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,sto molto_meglio che sto qua_dentro,GIUDIZIO
2471,2471,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non li uso,NON RISPOSTA
7426,7426,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come_una_persona sapeva tante_cose ma che adesso le sa,sancire
5002,5002,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non è integrato per_niente,COMMENTO
4034,4034,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so,NON RISPOSTA
2686,2686,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,buona,GIUDIZIO
6864,6864,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,gli incontri culturali e gli incontri_ricreativi,DESCRIZIONE
7451,7451,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non_ho questa è la_prima_volta,NON RISPOSTA
1579,1579,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il lavoro 
il volontariato",GENERALIZZAZIONE
7104,7104,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"stupido perché_non mai commesso un reato ; la vita del carcere porta molta sofferenza perché gli uomini della terra abbiamo caratteri differenti ; l' uomo è fatto per_fare il bene , non il_male",COMMENTO
4038,4038,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normalmente come-gli-altri,sancire
5301,5301,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,sono in prigione,sancire
1198,1198,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"un_detenuto che esce_dal_carcere si_ritiene ormai escluso dalla_società e non ha motivazioni nel reinserirsi 
l' unica alternativa che considera è tornare a_delinquere",GENERALIZZAZIONE
4141,4141,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,dipende dalla persona,COMMENTO
6939,6939,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dividere_gli_stranieri dagli italiani,GENERALIZZAZIONE
3863,3863,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"la persona straniera detenuta la-descrivo trattata-bene 
",sancire
2993,2993,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sana,GIUDIZIO
5144,5144,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"e di_ciò_che vedo (persone che vanno in permesso, e i rapporti con_gli_altri_detenuti, educatrici agenti)",VALUTAZIONE
7067,7067,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di finire_in_carcere ero_molto_buono,GIUSTIFICAZIONE
2521,2521,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----086 
che non Š stato giusto",GIUDIZIO
6537,6537,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,socializzazione per far percepire agli stranieri come bisogna comportarsi,RIFERIMENTO ALL'OBIETTIVO
3693,3693,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"per la brutta situazione economica, era disperata",CAUSA
5066,5066,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,c' è più_possibilità lavorano_insieme si parla insieme si fa l' aria insieme,VALUTAZIONE
933,933,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,o comunque di attivit…in comune,sancire
235,235,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr altre-ragazze-det come-me,DESCRIZIONE
4439,4439,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ ti aiutano,DESCRIZIONE
2753,2753,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona si considera in salute quando è presente un benessere,sancire
4790,4790,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"io prima_di arrestarmi non andavo a_scuola
quando sono entratto in_questa scuola del
carcere ho imparato tante_cose che prima non_sapevo
",GENERALIZZAZIONE
3991,3991,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"dipende sempre dall-operatore come dal-detenuto
",COMMENTO
1002,1002,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,reiterazione_reato,sancire
2407,2407,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,Non risposta
5555,5555,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"si lavora al vuoto... non siamo ascoltati come volontarie... per questo non 
smettiamo di lavorare, sappiamo_che il nostro lavoro e valido, ma a sacco 
vuoto 
",COMMENTO
